Unnamed: 0,Vmag,Plx,e_Plx,B-V,SpType,StarType
72898,7.47,1.43,0.74,1.505,K3III,Giant
72899,9.77,0.47,1.64,1.363,K0,Unknown
72900,7.97,5.67,0.62,0.476,F8,Unknown
72901,11.2,6.7,5.22,0.612,Unknown,Unknown
72902,6.09,2.66,0.62,-0.061,B3Vn,Dwarf
72903,8.93,1.37,1.39,0.101,B8II,Giant
72904,9.97,0.2,2.56,1.162,K0,Unknown
72905,8.42,1.7,1.44,1.093,K0,Unknown
72906,9.48,-1.42,2.9,0.157,A0V,Dwarf
72907,8.55,1.25,1.15,1.089,G5,Unknown
72908,8.64,3.93,0.86,0.951,G5,Unknown
72909,7.46,4.31,0.62,1.026,K0,Unknown
72910,8.55,2.69,1.19,1.491,K4III,Giant
72911,10.11,3.49,1.86,0.64,G0,Unknown
72912,8.98,-0.32,1.35,1.621,K5/M0III:,Giant
72913,7.14,4.34,0.82,0.248,A3,Unknown
72914,8.95,4.72,1.4,0.321,Fm...,Unknown
72915,8.19,11.53,1.18,0.699,G5V,Dwarf
72916,9.57,2.95,1.38,0.629,G0,Unknown
72917,10.74,7.15,2.73,0.998,Unknown,Unknown
72918,11.28,44.46,2.6,1.377,K:,Unknown
72919,7.45,2.26,0.93,1.553,K5,Unknown
72920,6.38,3.52,0.63,-0.059,B5V,Dwarf
72921,7.23,5.93,1.2,0.062,A0/A1V,Dwarf
72922,7.15,22.23,0.93,0.506,F5V,Dwarf
72923,9.32,3.45,1.49,1.287,K3III:,Giant
72924,8.92,3.19,0.98,0.028,B9.5V,Dwarf
72925,8.37,6.18,1.77,1.53,K3III,Giant
72926,7.45,4.24,1.02,1.74,M2/M3II,Giant
72927,7.43,9.07,1.22,0.396,F2,Unknown
72928,9.72,9.02,1.98,0.579,G3V,Dwarf
72929,6.88,3.39,0.59,1.655,M0,Unknown
72930,6.92,6.3,0.84,0.896,K0III,Giant
72931,6.97,5.91,0.84,0.017,B9IV/V,Giant
72932,7.39,4.28,0.93,1.132,K0III,Giant
72933,7.78,5.18,1.03,0.903,K0,Unknown
72934,9.51,20.29,1.51,0.716,G5,Unknown
72935,10.24,1.3,5.88,0.567,G0,Unknown
72936,10.01,1.47,1.85,0.613,F5,Unknown
72937,9.23,4.2,1.41,0.07,B5V,Dwarf
72938,9.22,10.02,1.32,0.495,G5,Unknown
72939,8.96,4.04,1.11,0.446,F5,Unknown
72940,9.64,5.33,1.54,0.509,F8,Unknown
72941,11.01,8.42,3.0,0.625,G0,Unknown
72942,7.77,41.83,0.63,0.785,K1V,Dwarf
72943,8.9,-0.32,1.22,1.631,K,Unknown
72944,8.04,2.33,1.22,1.2,K0,Unknown
72945,8.83,2.89,1.51,1.068,K5,Unknown
72946,9.24,7.44,0.86,0.443,G5,Unknown
72947,8.98,4.68,1.38,0.617,G2V,Dwarf
72948,8.59,2.12,1.02,1.052,K0,Unknown
72949,8.4,18.9,1.24,0.633,G1V,Dwarf
72950,8.49,5.95,0.76,0.601,F8V,Dwarf
72951,9.61,2.67,2.42,0.588,G0,Unknown
72952,7.22,5.28,0.79,1.114,K0,Unknown
72953,7.3,4.88,0.97,0.958,G6III,Giant
72954,8.43,2.78,1.28,1.247,K1III,Giant
72955,8.66,15.76,1.05,0.563,K,Unknown
72956,8.13,2.12,0.96,-0.045,B5V,Dwarf
72957,6.74,3.77,1.52,1.589,K5,Unknown
72958,7.91,6.93,2.27,0.649,A1V+...,Dwarf
72959,8.16,2.58,1.04,1.342,K0,Unknown
72960,7.99,4.19,0.86,0.234,A4V,Dwarf
72961,10.97,3.7,3.61,0.583,F8,Unknown
72962,7.63,2.91,1.06,1.421,K5,Unknown
72963,8.04,2.09,1.32,1.346,K1III,Giant
72964,8.32,1.33,1.12,1.671,K5III,Giant
72965,6.78,9.08,0.79,0.042,A2,Unknown
72966,7.52,5.31,0.78,1.053,K0,Unknown
72967,7.59,8.88,1.11,0.412,F2V,Dwarf
72968,8.03,5.71,0.99,0.249,A2,Unknown
72969,9.0,6.74,2.02,0.122,A2IV,Giant
72970,8.55,9.35,1.28,0.434,G5,Unknown
72971,8.47,-0.57,0.97,1.564,K,Unknown
72972,9.12,4.43,1.15,0.293,A8/A9V,Dwarf
72973,5.18,18.87,0.8,1.161,K1III,Giant
72974,8.78,3.63,1.1,0.297,F0,Unknown
72975,9.61,7.98,1.48,0.496,F5,Unknown
72976,7.82,15.94,0.64,0.974,G5,Unknown
72977,8.47,2.7,1.37,1.481,K5,Unknown
72978,9.16,4.89,0.96,0.66,F5IV/V,Giant
72979,8.41,9.42,1.1,0.529,F6V,Dwarf
72980,7.36,7.96,0.62,0.061,A1/A2V,Dwarf
72981,10.15,2.41,1.82,0.615,F8,Unknown
72982,8.77,1.34,1.36,1.006,G8III/IV,Giant
72983,10.9,1.78,1.94,0.53,G0,Unknown
72984,8.77,3.71,0.97,0.436,F2,Unknown
72985,8.71,5.02,0.87,0.327,A0,Unknown
72986,5.32,13.2,0.81,0.046,A0V,Dwarf
72987,8.24,1.55,1.01,1.145,K2III+...,Giant
72988,8.11,7.08,1.17,0.285,A8/A9IV,Giant
72989,7.79,15.79,0.83,0.495,F5V,Dwarf
72990,8.0,9.66,0.82,0.414,F0,Unknown
72991,8.16,4.72,0.95,0.922,G6/G8III:,Giant
72992,8.31,4.73,1.78,0.4,F3V,Dwarf
72993,11.29,27.8,2.62,1.414,M2:,Unknown
72994,7.95,3.41,0.98,1.572,K3III,Giant
72995,9.1,5.76,1.3,0.407,F0,Unknown
72996,8.13,4.88,1.03,0.193,A0II/III,Giant
72997,8.74,9.91,1.27,0.566,G0,Unknown
72998,8.37,11.01,1.11,0.783,G8V,Dwarf
72999,9.57,3.96,1.36,0.397,F5,Unknown
73000,8.56,3.85,0.76,1.104,K2,Unknown
73001,7.59,3.7,1.19,0.325,F2IV,Giant
73002,7.66,14.8,0.84,1.06,K0,Unknown
73003,9.0,35.39,1.26,1.005,K3V,Dwarf
73004,6.69,8.57,0.84,0.968,G8III,Giant
73005,6.12,10.41,0.72,0.109,A2V,Dwarf
73006,8.7,3.98,0.84,0.397,A2,Unknown
73007,7.18,9.24,0.65,0.27,A2,Unknown
73008,6.82,5.78,0.83,1.171,K2III,Giant
73009,8.33,3.07,0.86,1.05,G5,Unknown
73010,9.06,7.58,1.31,0.474,F3V,Dwarf
73011,8.0,7.64,1.42,0.624,G0V,Dwarf
73012,8.75,17.89,0.94,0.676,G5V,Dwarf
73013,8.45,3.69,0.72,1.107,K0,Unknown
73014,9.41,4.44,1.5,0.28,F,Unknown
73015,7.91,14.78,0.86,0.807,G0,Unknown
73016,8.76,3.2,1.34,1.05,G5,Unknown
73017,8.05,11.05,1.02,0.544,F5,Unknown
73018,8.52,6.33,0.82,0.312,A5,Unknown
73019,8.78,1.7,1.31,1.654,M2/M3II/III,Giant
73020,9.06,2.33,1.39,0.519,F8,Unknown
73021,8.98,6.79,1.45,0.429,F2/F3V,Dwarf
73022,11.16,11.64,3.68,1.339,M0,Unknown
73023,9.69,1.99,1.4,1.118,G5,Unknown
73024,5.9,5.96,0.74,-0.031,A0V,Dwarf
73025,10.21,4.12,1.4,0.576,G0,Unknown
73026,8.86,0.92,1.49,1.23,K1III,Giant
73027,7.89,5.1,0.96,0.158,A3IV,Giant
73028,7.71,13.42,0.98,0.409,F3V,Dwarf
73029,8.44,5.62,1.39,1.125,K0,Unknown
73030,7.11,6.99,1.15,0.412,F2,Unknown
73031,9.87,18.53,2.22,0.913,K2,Unknown
73032,5.38,15.08,0.72,0.142,A2III,Giant
73033,7.69,14.07,0.94,0.496,F5/F6V,Dwarf
73034,7.28,7.42,0.98,0.428,F3III/IV,Giant
73035,8.56,2.86,1.21,0.254,Ap,Unknown
73036,8.36,5.68,0.93,0.568,F7V,Dwarf
73037,5.63,40.25,0.54,0.533,F7V,Dwarf
73038,8.2,4.29,1.11,1.162,K0III,Giant
73039,6.76,7.47,0.74,0.041,A1V,Dwarf
73040,10.1,7.58,1.27,0.592,F8Vn,Dwarf
73041,10.56,4.19,1.79,0.63,G0,Unknown
73042,8.03,9.43,0.9,0.433,F8,Unknown
73043,7.78,12.86,1.06,0.596,G0,Unknown
73044,7.34,16.24,1.35,0.534,F8V,Dwarf
73045,6.06,5.92,0.88,1.413,K3III,Giant
73046,9.14,2.81,1.48,0.491,F2IV/V,Giant
73047,7.49,4.38,0.9,1.113,K0III,Giant
73048,5.62,5.21,0.99,-0.035,B+...,Unknown
73049,10.09,1.99,1.12,1.145,G5,Unknown
73050,9.27,3.59,1.15,1.05,K0,Unknown
73051,8.58,14.29,1.21,0.655,G5,Unknown
73052,7.06,3.47,0.95,0.605,A2:V+...,Dwarf
73053,6.36,8.3,1.01,0.061,A0/A1V,Dwarf
73054,7.42,0.7,0.92,1.557,K4III,Giant
73055,6.39,3.22,0.72,-0.055,B5V,Dwarf
73056,8.22,3.78,0.67,1.29,K0,Unknown
73057,8.26,1.76,1.75,0.96,G6/G8III,Giant
73058,9.41,23.4,1.52,1.035,K7,Unknown
73059,11.41,-2.89,4.7,0.374,Fp,Unknown
73060,8.01,10.85,1.21,0.364,F2IV,Giant
73061,9.61,5.56,1.65,0.455,F8,Unknown
73062,7.95,7.86,1.23,0.121,A2,Unknown
73063,8.67,2.04,0.75,1.208,K5,Unknown
73064,8.11,16.98,1.05,0.636,G5,Unknown
73065,5.08,3.91,0.67,-0.023,B4Vnp,Dwarf
73066,8.46,2.68,0.99,1.068,K0III,Giant
73067,8.95,8.6,1.59,0.457,F5,Unknown
73068,7.66,2.83,0.87,0.073,A0V,Dwarf
73069,9.03,12.89,1.35,0.625,G0,Unknown
73070,5.48,6.06,0.79,1.491,K4III,Giant
73071,9.68,3.05,1.39,0.357,F,Unknown
73072,8.31,16.57,2.05,0.601,F8,Unknown
73073,9.95,1.66,1.8,1.161,G5,Unknown
73074,6.83,6.67,0.6,0.985,K0,Unknown
73075,8.64,26.05,1.67,0.816,K0,Unknown
73076,8.2,24.71,1.04,0.747,G8V,Dwarf
73077,9.25,6.51,1.57,0.542,F6V,Dwarf
73078,10.7,4.76,2.11,0.713,G0,Unknown
73079,9.3,1.87,1.65,1.408,K2/K3III:,Giant
73080,8.17,2.7,1.43,1.162,K0,Unknown
73081,9.95,2.05,1.9,0.574,F8,Unknown
73082,7.88,9.0,1.08,0.192,A2IV,Giant
73083,8.45,14.09,0.77,0.65,G0,Unknown
73084,8.14,4.61,0.94,0.086,A1V,Dwarf
73085,7.85,5.07,1.35,0.392,F0,Unknown
73086,7.84,4.41,0.87,1.104,K0III,Giant
73087,6.91,8.24,0.87,0.015,A0V,Dwarf
73088,11.73,18.12,3.99,0.612,Unknown,Unknown
73089,8.69,-1.29,1.23,0.745,F2Ib,Giant
73090,10.04,5.03,2.02,0.584,G0,Unknown
73091,6.6,3.15,0.9,1.707,M2III,Giant
73092,8.44,1.72,1.04,0.01,B5III,Giant
73093,6.5,7.34,0.82,0.015,A1V,Dwarf
73094,7.28,5.28,1.12,1.226,K0,Unknown
73095,8.65,3.12,1.02,1.007,K0,Unknown
73096,7.44,12.65,0.93,0.403,F2/F3V,Dwarf
73097,7.36,11.25,0.75,0.398,F2,Unknown
73098,8.2,5.05,1.22,0.505,F3V,Dwarf
73099,9.84,0.85,1.53,1.372,K2,Unknown
73100,7.67,11.66,0.7,0.72,G0,Unknown
73101,10.19,4.4,1.94,0.457,F2,Unknown
73102,4.47,35.83,0.91,0.318,F0V,Dwarf
73103,5.72,5.28,0.81,0.951,G5III:,Giant
73104,7.37,4.46,1.18,1.2,K1III,Giant
73105,7.0,3.02,0.86,1.164,K1III,Giant
73106,11.82,34.3,7.94,0.612,Unknown,Unknown
73107,8.62,7.11,1.16,0.041,B9V,Dwarf
73108,6.28,5.85,0.84,-0.011,B8/B9V,Dwarf
73109,9.67,2.39,1.37,0.441,F0,Unknown
73110,8.86,11.16,1.35,0.542,G5,Unknown
73111,7.2,7.52,0.95,0.101,A1V,Dwarf
73112,7.23,9.74,0.56,0.488,F2,Unknown
73113,9.27,7.36,1.2,0.472,F8,Unknown
73114,10.13,1.51,2.46,0.742,G5,Unknown
73115,7.32,12.69,0.78,0.687,G2IVvar,Giant
73116,8.51,-0.12,1.19,1.624,K2III,Giant
73117,10.36,-1.21,1.84,1.063,K0,Unknown
73118,7.95,13.34,1.12,0.553,F7V,Dwarf
73119,8.01,133.63,33.56,1.519,K5V,Dwarf
73120,10.59,28.2,1.23,1.555,K5,Unknown
73121,5.72,169.32,1.67,1.024,K4V,Dwarf
73122,8.24,9.09,2.21,0.292,A2,Unknown
73123,8.88,7.68,3.35,0.255,A2,Unknown
73124,9.61,7.01,2.05,0.481,F3V,Dwarf
73125,8.51,5.05,0.77,0.82,G0,Unknown
73126,6.94,8.21,0.91,0.205,A2/A3V,Dwarf
73127,10.2,1.63,1.79,0.53,F8,Unknown
73128,10.59,7.91,2.5,0.849,Unknown,Unknown
73129,11.08,24.56,5.24,1.32,M2,Unknown
73130,5.51,11.06,0.87,1.131,K1III,Giant
73131,11.43,38.48,4.72,1.408,M0,Unknown
73132,6.99,3.54,1.34,1.246,M1III,Giant
73133,8.86,3.98,1.31,0.278,A3III,Giant
73134,10.26,7.83,1.79,0.725,F8,Unknown
73135,9.45,1.68,1.27,0.048,B9IV/V,Giant
73136,4.63,8.2,0.52,1.59,M5III,Giant
73137,7.81,6.46,1.06,0.073,A0V,Dwarf
73138,11.07,10.02,1.76,0.612,Unknown,Unknown
73139,9.62,6.67,2.8,0.625,G0,Unknown
73140,6.95,3.03,0.87,1.39,K3III,Giant
73141,7.78,5.47,1.06,0.203,A2/A3IV,Giant
73142,11.76,19.74,3.13,1.219,Unknown,Unknown
73143,7.39,6.92,0.7,0.14,A2,Unknown
73144,8.8,4.42,0.98,0.985,G5,Unknown
73145,7.53,11.37,1.14,0.561,F5,Unknown
73146,9.87,3.76,1.17,0.779,G5,Unknown
73147,8.6,0.92,0.81,0.919,G5,Unknown
73148,6.62,8.97,0.81,0.927,K0,Unknown
73149,8.3,3.96,1.14,0.221,A0,Unknown
73150,7.14,2.97,1.19,1.41,M5III,Giant
73151,7.01,4.9,0.84,1.301,K2,Unknown
73152,7.41,9.03,0.93,0.299,A9/F0V,Dwarf
73153,8.98,6.31,0.89,0.275,A2,Unknown
73154,10.76,-3.59,2.58,0.732,Unknown,Unknown
73155,10.77,1.7,1.89,1.577,M0,Unknown
73156,7.97,-0.72,0.97,1.568,K4III,Giant
73157,8.28,11.71,1.01,0.483,F2,Unknown
73158,8.96,10.86,1.37,0.569,F7V,Dwarf
73159,9.23,9.67,1.34,0.658,G3V,Dwarf
73160,5.37,7.62,0.56,1.442,K4III,Giant
73161,9.84,14.79,1.69,0.768,K0,Unknown
73162,8.98,8.36,1.39,0.615,F8,Unknown
73163,8.82,6.54,0.88,0.546,F8V,Dwarf
73164,9.34,-0.2,1.43,0.955,G5,Unknown
73165,9.66,5.61,1.42,0.506,F8,Unknown
73166,8.25,10.21,0.98,0.484,F5V,Dwarf
73167,8.99,-0.97,1.86,0.054,B8III,Giant
73168,8.07,3.37,0.77,0.074,A1V,Dwarf
73169,9.97,0.59,1.97,0.54,F5,Unknown
73170,10.36,1.89,1.3,0.596,G0,Unknown
73171,10.59,6.58,2.07,0.68,F8,Unknown
73172,10.34,10.45,1.88,0.685,G0,Unknown
73173,8.58,0.14,0.95,1.557,K5,Unknown
73174,8.65,1.07,0.75,1.558,M0,Unknown
73175,6.64,7.16,0.9,1.253,K1III,Giant
73176,8.38,17.9,0.79,0.832,G5,Unknown
73177,9.32,8.66,1.11,0.637,G,Unknown
73178,6.34,40.79,0.86,0.708,G5V,Dwarf
73179,8.91,4.08,1.49,1.478,K3III:,Giant
73180,9.92,6.37,1.66,0.367,F0,Unknown
73181,8.63,19.1,1.06,0.651,G5V,Dwarf
73182,8.15,30.18,1.55,0.78,G5,Unknown
73183,9.05,3.28,2.82,0.4,F0V,Dwarf
73184,8.94,4.1,1.42,0.212,B6II/III,Giant
73185,7.53,7.42,0.87,0.524,F8,Unknown
73186,6.61,8.67,0.85,0.012,A1V,Dwarf
73187,7.8,4.08,1.02,-0.067,B8II/III,Giant
73188,11.1,1.82,1.87,0.574,F8,Unknown
73189,10.2,39.95,0.92,1.565,M0p,Unknown
73190,6.77,5.1,0.82,1.306,K3III,Giant
73191,8.62,1.05,1.62,-0.036,Ap Si,Unknown
73192,9.84,6.2,3.76,0.598,G0,Unknown
73193,7.79,2.5,0.62,1.524,K5,Unknown
73194,8.44,12.89,1.33,0.2,F5,Unknown
73195,10.49,28.41,3.01,1.564,K6,Unknown
73196,9.92,8.25,1.37,0.594,G0,Unknown
73197,7.66,4.78,0.98,0.99,K0III,Giant
73198,8.45,10.15,2.01,0.56,F8...,Unknown
73199,10.26,13.35,1.78,0.898,Unknown,Unknown
73200,8.35,1.53,1.88,-0.003,B9V,Dwarf
73201,8.12,6.84,0.65,0.558,F8,Unknown
73202,8.99,1.19,1.27,0.147,B9III,Giant
73203,7.26,6.84,0.97,-0.026,B9V,Dwarf
73204,9.03,4.26,1.25,0.478,F3V,Dwarf
73205,8.59,2.56,1.01,0.245,A5IV,Giant
73206,7.66,20.41,0.98,0.554,G0V,Dwarf
73207,8.17,7.53,1.07,0.332,F2V,Dwarf
73208,7.81,14.03,1.01,0.432,F2,Unknown
73209,10.09,4.66,1.54,0.391,G0,Unknown
73210,2.68,6.23,0.71,-0.184,B2III,Giant
73211,9.94,6.9,1.8,0.58,F8,Unknown
73212,9.07,0.64,1.5,0.983,K0,Unknown
73213,10.2,6.18,1.81,0.423,F2,Unknown
73214,10.69,5.38,2.34,1.06,M0,Unknown
73215,10.34,1.75,1.89,1.393,K0,Unknown
73216,6.17,8.92,1.06,1.216,K1III,Giant
73217,8.32,0.47,1.5,1.445,K0,Unknown
73218,10.46,3.39,2.0,0.849,G0,Unknown
73219,8.22,1.62,0.94,1.205,K0,Unknown
73220,5.65,9.32,1.42,0.262,A6IV,Giant
73221,7.22,3.65,0.61,0.081,A2,Unknown
73222,11.0,16.4,4.03,0.612,Unknown,Unknown
73223,8.35,7.66,0.94,0.545,G5,Unknown
73224,7.89,7.69,1.95,0.529,F6/F7V,Dwarf
73225,8.27,-2.9,1.84,1.607,M4III,Giant
73226,10.13,17.7,8.73,0.611,Unknown,Unknown
73227,8.83,3.76,1.23,0.158,A1V,Dwarf
73228,7.72,5.66,1.25,1.211,K0/K1III,Giant
73229,8.76,2.16,1.59,1.039,K0,Unknown
73230,8.98,15.64,0.96,0.691,G5/G6V,Dwarf
73231,10.09,1.42,1.64,0.47,A7,Unknown
73232,7.95,8.04,0.76,0.226,A6IV,Giant
73233,8.97,2.32,1.29,1.311,K1/K2III,Giant
73234,9.87,10.68,1.53,0.748,G5,Unknown
73235,8.51,4.03,1.03,0.019,B8IV/V,Giant
73236,7.47,9.79,0.63,0.876,K0,Unknown
73237,11.42,3.38,2.44,0.574,F8,Unknown
73238,7.14,7.19,0.85,0.38,F0,Unknown
73239,8.8,22.96,0.96,0.79,G5,Unknown
73240,7.33,4.01,0.86,1.035,K0III,Giant
73241,8.64,3.4,1.01,1.038,G5,Unknown
73242,9.35,3.95,1.51,1.15,K0III,Giant
73243,8.59,5.34,1.38,0.897,G8III,Giant
73244,8.39,4.85,1.01,0.302,A5,Unknown
73245,8.61,2.6,1.45,1.289,K2VCN...,Dwarf
73246,6.08,28.67,0.92,0.509,F8V,Dwarf
73247,5.88,10.32,0.85,1.274,K3III-IV,Giant
73248,8.88,3.05,1.12,0.543,F8,Unknown
73249,9.67,3.23,1.75,0.412,F0,Unknown
73250,8.9,4.93,0.88,0.909,G5,Unknown
73251,8.45,25.66,1.59,0.834,K0,Unknown
73252,9.85,6.71,1.97,0.282,A8.5,Unknown
73253,8.49,15.73,1.28,0.527,F8,Unknown
73254,8.08,4.96,1.36,0.995,K0,Unknown
73255,8.47,2.41,1.03,0.204,A5V,Dwarf
73256,8.69,3.06,1.19,1.638,M2III,Giant
73257,9.16,4.67,2.15,0.734,G0,Unknown
73258,7.82,15.88,1.05,0.651,G5,Unknown
73259,10.03,1.28,1.55,0.137,A0IV/V,Giant
73260,8.77,2.31,1.23,1.068,G8/K0III,Giant
73261,7.54,4.48,0.93,0.204,A3V,Dwarf
73262,10.53,9.48,2.01,0.548,K0,Unknown
73263,8.01,4.57,1.0,1.006,K0,Unknown
73264,9.77,8.04,0.89,0.58,G5,Unknown
73265,8.16,2.37,1.11,1.041,K0III,Giant
73266,7.3,3.73,0.95,1.022,G8III,Giant
73267,8.55,19.01,0.74,0.669,G5,Unknown
73268,9.07,5.3,1.44,0.502,F2V,Dwarf
73269,9.7,1.57,2.01,1.24,Unknown,Unknown
73270,8.34,1.93,1.34,1.323,K2III,Giant
73271,3.13,6.05,0.73,-0.208,B2IV,Giant
73272,9.16,-1.34,1.62,1.158,K2III,Giant
73273,7.21,9.41,0.88,0.555,F6/F7V,Dwarf
73274,8.32,3.85,1.13,1.202,K0III,Giant
73275,8.71,3.88,1.73,1.03,K2,Unknown
73276,10.35,4.75,2.32,0.57,F8,Unknown
73277,9.46,1.75,1.57,1.177,G5,Unknown
73278,6.45,5.21,1.01,-0.08,B8V,Dwarf
73279,9.6,1.99,1.53,0.604,F5IV/V,Giant
73280,8.2,3.41,1.29,1.015,G6III,Giant
73281,8.3,3.64,0.72,1.051,K0,Unknown
73282,6.78,2.73,0.86,-0.051,B5V,Dwarf
73283,9.11,5.85,1.4,0.6,F8,Unknown
73284,8.18,3.4,1.08,0.294,A3IV,Giant
73285,7.99,4.48,0.86,0.329,A6III,Giant
73286,9.39,0.24,1.71,0.994,K0,Unknown
73287,5.91,4.5,0.93,1.615,M1III,Giant
73288,8.91,5.6,0.95,0.441,F5,Unknown
73289,10.15,9.47,1.04,0.791,K0,Unknown
73290,6.7,16.77,0.59,0.403,F2,Unknown
73291,6.1,1.81,0.79,0.597,F5III,Giant
73292,8.56,4.14,1.26,1.271,K0,Unknown
73293,10.35,8.73,2.44,0.762,F8,Unknown
73294,6.91,9.64,1.94,0.231,A3m...,Unknown
73295,8.31,11.95,1.17,0.571,F8,Unknown
73296,9.75,0.43,1.85,1.295,K2,Unknown
73297,10.62,29.29,1.52,1.585,M0,Unknown
73298,8.97,3.15,1.18,1.303,K2III,Giant
73299,10.17,39.27,1.5,1.318,K7V,Dwarf
73300,8.62,3.06,0.7,1.151,K1III,Giant
73301,8.37,0.21,1.17,1.305,K0,Unknown
73302,8.64,30.48,0.88,0.896,K0,Unknown
73303,7.64,9.4,0.71,0.3,Unknown,Unknown
73304,9.38,3.96,1.6,1.341,K0V:,Dwarf
73305,6.84,8.51,0.61,0.312,Unknown,Unknown
73306,5.64,19.83,0.57,0.336,F1III-IV,Giant
73307,10.1,24.78,1.6,1.08,K3V,Dwarf
73308,9.1,5.23,1.22,0.344,A4m...,Unknown
73309,8.71,17.94,0.9,0.66,G3V,Dwarf
73310,10.16,3.26,2.08,0.56,F8,Unknown
73311,8.02,3.06,0.86,-0.035,B6III:,Giant
73312,9.94,0.24,1.46,1.114,K0,Unknown
73313,10.39,8.1,1.81,0.562,F8,Unknown
73314,12.12,1.92,1.74,0.612,Unknown,Unknown
73315,10.06,-1.02,1.71,1.713,M0,Unknown
73316,7.48,4.95,1.0,1.226,K1III,Giant
73317,7.75,1.92,1.74,0.966,G5,Unknown
73318,8.77,8.99,0.85,0.895,G5,Unknown
73319,9.0,0.52,1.33,2.15,C+,Unknown
73320,6.59,26.81,0.72,0.48,F5V,Dwarf
73321,9.85,10.64,3.67,0.624,K0(V) + A/F,Dwarf
73322,8.55,10.85,1.14,0.51,F5/F6V,Dwarf
73323,9.36,14.69,4.3,0.684,G2V,Dwarf
73324,8.66,1.87,1.32,1.682,M0/M1III,Giant
73325,7.64,2.56,0.88,1.006,K0III,Giant
73326,8.68,3.21,1.39,1.158,K0III,Giant
73327,7.75,12.76,0.99,0.435,F2,Unknown
73328,11.74,-3.7,7.21,0.612,B,Unknown
73329,8.3,2.93,0.84,1.004,G5,Unknown
73330,7.16,6.64,0.78,-0.017,A0V,Dwarf
73331,6.2,6.16,0.59,-0.038,B9V,Dwarf
73332,7.2,5.92,0.91,1.166,K2III,Giant
73333,8.71,2.26,1.1,0.135,B8II,Giant
73334,8.89,5.07,1.32,0.408,F5,Unknown
73335,6.94,9.55,1.1,1.02,K0III,Giant
73336,10.07,3.55,1.62,0.557,F8,Unknown
73337,9.4,5.65,1.23,0.456,F2V,Dwarf
73338,8.96,6.21,1.67,1.209,K0,Unknown
73339,8.68,3.67,1.29,0.997,K0,Unknown
73340,6.9,6.14,0.52,0.974,K0,Unknown
73341,6.91,5.81,0.69,1.011,K0,Unknown
73342,10.27,3.34,2.01,0.156,B8V:,Dwarf
73343,9.43,6.99,1.73,0.393,F2,Unknown
73344,7.36,3.33,1.32,1.11,K0III,Giant
73345,8.13,17.48,0.9,0.667,G3V,Dwarf
73346,7.68,4.2,0.97,0.218,A0III/IV,Giant
73347,7.48,2.71,0.58,1.205,K0,Unknown
73348,9.3,5.82,1.62,0.658,G0,Unknown
73349,7.67,9.42,0.61,0.517,F8,Unknown
73350,10.32,0.95,1.79,0.54,F8,Unknown
73351,9.6,1.25,1.48,1.034,K0,Unknown
73352,5.92,3.72,0.55,1.052,G8II,Giant
73353,9.04,1.92,1.67,0.404,A9V,Dwarf
73354,10.0,18.44,1.61,0.9,K2,Unknown
73355,8.31,2.33,0.76,1.183,K0,Unknown
73356,8.22,4.84,1.28,0.264,A0,Unknown
73357,7.61,2.89,0.95,1.801,M1III,Giant
73358,9.88,2.51,1.16,0.525,F6V,Dwarf
73359,8.56,2.61,0.99,0.982,G5,Unknown
73360,8.27,1.51,0.95,1.37,K1III,Giant
73361,6.99,-0.68,1.16,1.41,K2,Unknown
73362,8.6,4.63,1.11,0.38,F0p...,Unknown
73363,8.59,0.34,1.34,1.486,M3III,Giant
73364,9.92,33.65,1.59,1.253,M1,Unknown
73365,9.84,20.55,1.69,0.89,K1V,Dwarf
73366,8.8,2.24,0.87,1.088,G8IV,Giant
73367,9.55,2.84,1.59,0.613,K0,Unknown
73368,8.88,3.28,1.04,0.99,G5,Unknown
73369,10.34,2.35,1.68,0.41,A7,Unknown
73370,7.81,3.13,0.98,1.019,G8IV,Giant
73371,7.88,21.07,1.18,0.594,F5,Unknown
73372,8.27,2.57,1.23,1.11,G5,Unknown
73373,7.15,8.98,0.63,0.357,F0,Unknown
73374,8.72,7.26,1.24,0.643,G0,Unknown
73375,7.57,13.37,0.83,0.6,F8,Unknown
73376,6.64,29.67,0.78,0.631,G0,Unknown
73377,8.78,1.49,1.01,0.066,B9.5III,Giant
73378,9.05,2.97,1.39,0.53,F3/F5V,Dwarf
73379,7.66,2.75,1.07,1.634,M2III,Giant
73380,9.49,0.41,1.0,1.45,Unknown,Unknown
73381,10.26,3.32,2.04,0.532,Unknown,Unknown
73382,8.02,0.13,1.04,1.58,M...,Unknown
73383,9.85,8.66,1.61,0.627,G0,Unknown
73384,9.8,5.14,1.45,0.427,F2,Unknown
73385,9.02,2.3,1.32,1.155,K1III,Giant
73386,7.26,25.94,0.91,0.691,G0,Unknown
73387,7.85,6.87,0.69,0.137,A2,Unknown
73388,8.9,1.36,1.47,0.139,A0V,Dwarf
73389,8.77,7.02,0.86,0.408,F5,Unknown
73390,9.86,5.41,1.89,0.554,G0,Unknown
73391,6.35,6.84,0.56,-0.099,B9p SiSrCr,Unknown
73392,9.82,4.41,0.9,0.544,F8,Unknown
73393,8.48,2.59,1.67,1.054,K2,Unknown
73394,9.49,51.26,1.76,1.372,K7V,Dwarf
73395,7.32,10.24,0.95,0.496,F5V,Dwarf
73396,9.25,5.84,1.55,0.639,G0,Unknown
